recipe_name,extraction_day,extraction_time,cuisine_types,diets_types,macronutrients
The Chicago Hot Dog,2022-10-16,20:34:38,['american'],['dash'],"{'protein': 12.32, 'carbs': 38.71, 'fat': 14.84}"
Chipotle-Honey Roast Cauliflower with Basil,2022-10-16,20:34:45,['mediterranean'],['dash'],"{'protein': 13.16, 'carbs': 90.45, 'fat': 43.85}"
Lump Crab Cakes from Bowens Island,2022-10-16,20:34:45,['american'],['dash'],"{'protein': 94.81, 'carbs': 57.85, 'fat': 131.8}"
Ultra Creamy Mashed Potatoes,2022-10-16,20:34:45,['american'],['dash'],"{'protein': 68.23, 'carbs': 376.47, 'fat': 78.66}"
Caramelised Apple Cake With Cointreau Custard,2022-10-16,20:34:45,['american'],['dash'],"{'protein': 56.46, 'carbs': 389.76, 'fat': 159.32}"
Cheddar and Pumpkin-seed Oatcakes,2022-10-16,20:34:45,['mediterranean'],['dash'],"{'protein': 43.5, 'carbs': 92.78, 'fat': 61.37}"
Pimento Cheese recipes,2022-10-16,20:34:45,['south american'],['dash'],"{'protein': 57.05, 'carbs': 16.17, 'fat': 166.2}"
Pesto Cottage Cheese Dip,2022-10-16,20:34:45,['american'],['dash'],"{'protein': 86.52, 'carbs': 298.87, 'fat': 131.06}"
Fresh Raspberry Lemon Cheesecake Tart,2022-10-16,20:34:45,['american'],['dash'],"{'protein': 34.42, 'carbs': 314.07, 'fat': 177.51}"
Fig-Pecan Macaroons,2022-10-16,20:34:45,['american'],['dash'],"{'protein': 18.18, 'carbs': 249.45, 'fat': 78.93}"
Cilantro Chicken Milanese with Raita recipes,2022-10-16,20:34:45,['american'],['dash'],"{'protein': 132.73, 'carbs': 97.51, 'fat': 89.35}"
Fig & Squash Blossom Salad,2022-10-16,20:34:45,['mexican'],['dash'],"{'protein': 6.35, 'carbs': 30.01, 'fat': 46.25}"
Garlic Cheese Bread,2022-10-16,20:34:45,['italian'],['dash'],"{'protein': 196.95, 'carbs': 173.29, 'fat': 393.45}"
Cheater Baked beans,2022-10-16,20:34:45,['american'],['dash'],"{'protein': 50.04, 'carbs': 263.64, 'fat': 37.63}"
Grilled Plum & Strawberry Skewers with Sweet Mint Pesto,2022-10-16,20:34:45,['american'],['dash'],"{'protein': 8.83, 'carbs': 56.42, 'fat': 24.92}"
East of Ireland Recipe,2022-10-16,20:34:45,['american'],['dash'],"{'protein': 1.32, 'carbs': 331.48, 'fat': 1.09}"
Memphis Magic,2022-10-16,20:34:45,['american'],['dash'],"{'protein': 3.89, 'carbs': 39.52, 'fat': 35.41}"
“Gypsy” Celebration Soup,2022-10-16,20:34:45,['south american'],['dash'],"{'protein': 79.32, 'carbs': 295.36, 'fat': 55.55}"
Cheese Straws,2022-10-16,20:34:45,['american'],['dash'],"{'protein': 258.22, 'carbs': 398.13, 'fat': 493.73}"
Fresh Mint Ice Cream,2022-10-16,20:34:52,['french'],['dash'],"{'protein': 28.01, 'carbs': 205.21, 'fat': 44.29}"
Sugar Biscuits recipes,2022-10-16,20:34:52,['american'],['dash'],"{'protein': 50.63, 'carbs': 938.69, 'fat': 301.03}"
The Blood Orange Marmalade Sour,2022-10-16,20:34:52,['world'],['dash'],"{'protein': 1.68, 'carbs': 25.24, 'fat': 0.08}"
Spiced Butternut Soup with Crab,2022-10-16,20:34:52,['south american'],['dash'],"{'protein': 52.77, 'carbs': 79.05, 'fat': 8.49}"
Summer Spaghetti,2022-10-16,20:34:52,['italian'],['dash'],"{'protein': 89.64, 'carbs': 160.8, 'fat': 82.64}"
Honey-Orange Marshmallows,2022-10-16,20:34:52,['american'],['dash'],"{'protein': 72.31, 'carbs': 648.5, 'fat': 12.14}"
Fresh Strawberry Ice Cream,2022-10-16,20:34:52,['american'],['dash'],"{'protein': 21.66, 'carbs': 216.5, 'fat': 191.25}"
Roasted Cumin-Rubbed Snapper,2022-10-16,20:34:52,['mediterranean'],['dash'],"{'protein': 123.34, 'carbs': 66.65, 'fat': 66.84}"
Strawberry Yogurt Tartelette,2022-10-16,20:34:52,['american'],['dash'],"{'protein': 48.96, 'carbs': 185.03, 'fat': 50.98}"
Carmelized onion with bacon and green apple dip/spread,2022-10-16,20:34:52,['american'],['dash'],"{'protein': 22.08, 'carbs': 49.91, 'fat': 91.59}"
Frosted Cauliflower Recipe,2022-10-16,20:34:52,['american'],['dash'],"{'protein': 32.93, 'carbs': 20.61, 'fat': 112.92}"
Shrimp Toast,2022-10-16,20:34:52,['french'],['dash'],"{'protein': 120.65, 'carbs': 391.69, 'fat': 83.07}"
Black Skillet Cornbread,2022-10-16,20:34:52,['american'],['dash'],"{'protein': 72.12, 'carbs': 264.58, 'fat': 101.56}"
The Awesome-Est Blueberry Muffins,2022-10-16,20:34:52,['american'],['dash'],"{'protein': 18.65, 'carbs': 286.51, 'fat': 135.67}"
Frog Legs with Garlic and Parsley,2022-10-16,20:34:52,['french'],['dash'],"{'protein': 89.79, 'carbs': 6.43, 'fat': 21.01}"
Maple Water Golden Milk,2022-10-16,20:34:52,['american'],['dash'],"{'protein': 0.41, 'carbs': 4.7, 'fat': 27.34}"
Cranberry-Almond Green Salad with Honey Mustard Vinaigrette recipes,2022-10-16,20:34:52,['american'],['dash'],"{'protein': 22.64, 'carbs': 20.37, 'fat': 196.99}"
Scallops beurre blanc,2022-10-16,20:34:58,['french'],['dash'],"{'protein': 19.13, 'carbs': 25.49, 'fat': 102.68}"
Spiced-Pomegranate Poached Pears,2022-10-16,20:34:58,['american'],['dash'],"{'protein': 6.72, 'carbs': 108.36, 'fat': 20.4}"
Alexander McCream Spiced Pumpkin Ice Cream,2022-10-16,20:34:58,['american'],['dash'],"{'protein': 15.35, 'carbs': 136.14, 'fat': 59.35}"
Orange Sling,2022-10-16,20:34:58,['french'],['dash'],"{'protein': 0.35, 'carbs': 40.21, 'fat': 0.33}"
Viewing Party Cocktail: A Brief History of Thyme,2022-10-16,20:34:58,['world'],['dash'],"{'protein': 0.6, 'carbs': 11.19, 'fat': 0.29}"
Deviled ‘Guacamole’ Eggs Dip,2022-10-16,20:34:58,['south american'],['dash'],"{'protein': 46.05, 'carbs': 15.74, 'fat': 64.83}"
Hot Roast Beef Sandwiches,2022-10-16,20:34:58,['american'],['dash'],"{'protein': 254.49, 'carbs': 291.71, 'fat': 260.4}"
Funky Monkey Parfaits,2022-10-16,20:34:58,['french'],['dash'],"{'protein': 32.04, 'carbs': 381.37, 'fat': 60.28}"
Salmon Ceviche with Avocado and Ginger Recipe,2022-10-16,20:34:58,['nordic'],['dash'],"{'protein': 74.69, 'carbs': 31.41, 'fat': 75.43}"
Apple Injected Smoked Pork,2022-10-16,20:34:58,['mediterranean'],['dash'],"{'protein': 422.8, 'carbs': 112.22, 'fat': 300.14}"
Fudge Cake,2022-10-16,20:34:58,['american'],['dash'],"{'protein': 66.2, 'carbs': 508.28, 'fat': 342.13}"
Peach and Cardamon Crisp,2022-10-16,20:34:58,['american'],['dash'],"{'protein': 11.19, 'carbs': 171.65, 'fat': 48.76}"
Individual Sausage Casseroles recipes,2022-10-16,20:34:58,['british'],['dash'],"{'protein': 204.66, 'carbs': 25.38, 'fat': 234.08}"
Chorizo-and-Cilantro Eggs,2022-10-16,20:34:58,['mediterranean'],['dash'],"{'protein': 71.88, 'carbs': 7.22, 'fat': 159.5}"
Blood Mary Pickles,2022-10-16,20:35:05,['world'],['dash'],"{'protein': 6.64, 'carbs': 43.62, 'fat': 1.55}"
"Stuffed Red Peppers ,Creole.",2022-10-16,20:35:05,['american'],['dash'],"{'protein': 26.61, 'carbs': 84.66, 'fat': 41.17}"
Red Hot Apple Pie in a Mug,2022-10-16,20:35:05,['french'],['dash'],"{'protein': 6.73, 'carbs': 121.93, 'fat': 42.92}"
Flourless Chocolate Cake,2022-10-16,20:35:05,['american'],['dash'],"{'protein': 57.67, 'carbs': 392.69, 'fat': 297.45}"
Sweet-and-Spicy Yogurt,2022-10-16,20:35:05,['mediterranean'],['dash'],"{'protein': 21.83, 'carbs': 14.19, 'fat': 15.88}"
Cucumber Dill Yogurt Salad recipes,2022-10-16,20:35:05,['american'],['dash'],"{'protein': 16.59, 'carbs': 56.3, 'fat': 9.33}"
Heirloom Tomato with Mango Vinaigrette on a Toasted Baguette,2022-10-16,20:35:05,['american'],['dash'],"{'protein': 75.82, 'carbs': 261.78, 'fat': 138.47}"
Homegrown Microgreens Salad recipes,2022-10-16,20:35:05,['american'],['dash'],"{'protein': 9.83, 'carbs': 36.62, 'fat': 47.89}"
Tomatillo Corn Salsa Recipe,2022-10-16,20:35:05,['south american'],['dash'],"{'protein': 4.85, 'carbs': 35.43, 'fat': 2.54}"
Eat for Eight Bucks: Roasted Tomato Quesadillas with Cilantro Cream Recipe,2022-10-16,20:35:05,['mexican'],['dash'],"{'protein': 47.77, 'carbs': 95.1, 'fat': 93.53}"
Balsamic Onion and Thyme Carrots,2022-10-16,20:35:05,['american'],['dash'],"{'protein': 6.59, 'carbs': 66.0, 'fat': 28.25}"
Sneaky Stovetop Mac ’N‘ Cheese,2022-10-16,20:35:05,['american'],['dash'],"{'protein': 138.13, 'carbs': 224.79, 'fat': 151.29}"
Butternut Bowl o' Soup,2022-10-16,20:35:05,['south american'],['dash'],"{'protein': 23.21, 'carbs': 151.88, 'fat': 15.54}"
Thai Turkey Noodle Soup,2022-10-16,20:35:05,['american'],['dash'],"{'protein': 162.99, 'carbs': 246.95, 'fat': 80.25}"
Charleston Bread Pudding With Whiskey-Soaked Raisins,2022-10-16,20:35:05,['british'],['dash'],"{'protein': 70.01, 'carbs': 544.27, 'fat': 129.05}"
"Roast Beef, Arugula, and Pickled Onion Wrap",2022-10-16,20:35:05,['american'],['dash'],"{'protein': 19.61, 'carbs': 46.91, 'fat': 10.93}"
Honey-Pear Pizza,2022-10-16,20:35:05,['italian'],['dash'],"{'protein': 37.72, 'carbs': 183.99, 'fat': 64.54}"
Bloody Marys,2022-10-16,20:35:05,['french'],['dash'],"{'protein': 10.36, 'carbs': 42.54, 'fat': 2.9}"
Pimento Cheese,2022-10-16,20:35:12,['south american'],['dash'],"{'protein': 132.27, 'carbs': 48.53, 'fat': 232.39}"
Sauteed Bananas with Tangy Sweet Cream,2022-10-16,20:35:12,['american'],['dash'],"{'protein': 7.59, 'carbs': 166.29, 'fat': 34.2}"
MARINATED ZUCCHINI & TOMATO LASAGNA with CASHEW HERB CHEESE recipes,2022-10-16,20:35:12,['italian'],['dash'],"{'protein': 35.64, 'carbs': 80.72, 'fat': 78.88}"
Breakfast Burritos For 2,2022-10-16,20:35:12,['mexican'],['dash'],"{'protein': 53.78, 'carbs': 66.4, 'fat': 66.15}"
Balsamic Mushroom Quinoa,2022-10-16,20:35:12,['south american'],['dash'],"{'protein': 27.03, 'carbs': 136.63, 'fat': 37.38}"
Roasted Garlic Aioli,2022-10-16,20:35:12,['mediterranean'],['dash'],"{'protein': 15.48, 'carbs': 49.44, 'fat': 190.19}"
Garlic Cheese Bread recipes,2022-10-16,20:35:12,['italian'],['dash'],"{'protein': 196.95, 'carbs': 173.29, 'fat': 393.45}"
Pumpkin Flip,2022-10-16,20:35:12,['american'],['dash'],"{'protein': 2.97, 'carbs': 23.78, 'fat': 0.91}"
Game Day BBQ Chicken Pizzettes recipes,2022-10-16,20:35:12,['american'],['dash'],"{'protein': 165.63, 'carbs': 496.59, 'fat': 474.25}"
Swiss Chard Tzatziki (Yogurt Dip) recipes,2022-10-16,20:35:12,['mediterranean'],['dash'],"{'protein': 22.94, 'carbs': 90.83, 'fat': 31.37}"
The Pit Authentic Barbecue's Coleslaw,2022-10-16,20:35:12,['central europe'],['dash'],"{'protein': 13.75, 'carbs': 89.28, 'fat': 252.18}"
Vegetarian Pad See Ew,2022-10-16,20:35:12,['south east asian'],['dash'],"{'protein': 28.98, 'carbs': 155.63, 'fat': 65.99}"
Italian Pork and Pepper Stew ~ Crock Pot Style,2022-10-16,20:35:12,['italian'],['dash'],"{'protein': 187.76, 'carbs': 64.41, 'fat': 116.05}"
Baby Vegetable Antipasto,2022-10-16,20:35:12,['italian'],['dash'],"{'protein': 38.01, 'carbs': 117.57, 'fat': 38.46}"
My crumble topping,2022-10-16,20:35:12,['american'],['dash'],"{'protein': 12.21, 'carbs': 159.36, 'fat': 63.06}"
Leftover-Babka Bread Pudding Recipe,2022-10-16,20:35:12,['british'],['dash'],"{'protein': 77.22, 'carbs': 342.09, 'fat': 144.45}"
End of summer golden gazpacho,2022-10-16,20:35:12,['italian'],['dash'],"{'protein': 38.72, 'carbs': 203.87, 'fat': 90.84}"
Two Turtledoves Cocktail Recipe,2022-10-16,20:35:12,['american'],['dash'],"{'protein': 1.72, 'carbs': 163.83, 'fat': 1.87}"
Salmon BLT,2022-10-16,20:35:18,['nordic'],['dash'],"{'protein': 94.29, 'carbs': 128.53, 'fat': 134.93}"
Quinoa Stuffed Zucchini,2022-10-16,20:35:18,['mediterranean'],['dash'],"{'protein': 28.09, 'carbs': 116.91, 'fat': 74.06}"
Smoked Salmon Potato Nests,2022-10-16,20:35:18,['nordic'],['dash'],"{'protein': 19.77, 'carbs': 42.04, 'fat': 52.16}"
Du Barry Chocolate Cake,2022-10-16,20:35:18,['american'],['dash'],"{'protein': 49.1, 'carbs': 298.95, 'fat': 337.55}"
Mai Tai,2022-10-16,20:35:18,['world'],['dash'],"{'protein': 0.49, 'carbs': 16.72, 'fat': 0.14}"
Spinach Salad with Warm Bacon Dressing recipes,2022-10-16,20:35:18,['american'],['dash'],"{'protein': 54.64, 'carbs': 34.66, 'fat': 132.98}"
Asian Chicken Meatballs,2022-10-16,20:35:18,['south east asian'],['dash'],"{'protein': 92.17, 'carbs': 29.28, 'fat': 70.63}"
Fried Deviled Eggs,2022-10-16,20:35:18,['south east asian'],['dash'],"{'protein': 95.46, 'carbs': 145.3, 'fat': 237.92}"
Candied Orange Slices with Ganache Dipping Sauce,2022-10-16,20:35:18,['american'],['dash'],"{'protein': 6.14, 'carbs': 978.63, 'fat': 26.75}"
Pan-Fried Smoked Salmon With Green Beans & Chives,2022-10-16,20:35:18,['nordic'],['dash'],"{'protein': 38.53, 'carbs': 79.65, 'fat': 63.01}"
Sensational Chicken Noodle Soup,2022-10-16,20:35:18,['asian'],['dash'],"{'protein': 62.76, 'carbs': 54.19, 'fat': 21.87}"
Spaghetti with homemade canned tomatoes,2022-10-16,20:35:18,['italian'],['dash'],"{'protein': 75.56, 'carbs': 407.06, 'fat': 47.01}"
Grilled Peaches with Honey Cream,2022-10-16,20:35:18,['american'],['dash'],"{'protein': 18.55, 'carbs': 114.81, 'fat': 40.04}"
Creamy Vegan Butternut Squash Mac And Cheese,2022-10-16,20:35:18,['american'],['dash'],"{'protein': 132.14, 'carbs': 453.36, 'fat': 72.61}"
Spinach and Bacon Quiche,2022-10-16,20:35:18,['french'],['dash'],"{'protein': 146.22, 'carbs': 201.45, 'fat': 270.74}"
Marcie's Aioli Recipe,2022-10-16,20:35:25,['american'],['dash'],"{'protein': 8.77, 'carbs': 25.98, 'fat': 129.22}"
Turkey Re-Hash,2022-10-16,20:35:25,['american'],['dash'],"{'protein': 303.67, 'carbs': 566.02, 'fat': 183.75}"
Shredded Beef with Red Jalapeno Peppers,2022-10-16,20:35:25,['american'],['dash'],"{'protein': 61.78, 'carbs': 34.25, 'fat': 75.4}"
Ginger cran apple upside down cake,2022-10-16,20:35:25,['british'],['dash'],"{'protein': 38.62, 'carbs': 403.47, 'fat': 109.64}"
Mega Egga Macaroni Salad,2022-10-16,20:35:25,['american'],['dash'],"{'protein': 191.16, 'carbs': 689.16, 'fat': 625.54}"
Spanish Baked Chicken,2022-10-16,20:35:25,['mediterranean'],['dash'],"{'protein': 228.28, 'carbs': 87.12, 'fat': 285.21}"
Grilled Hanging Tenderloin,2022-10-16,20:35:25,['american'],['dash'],"{'protein': 39.63, 'carbs': 28.81, 'fat': 48.1}"
"Oysters with Creme Fraiche, Lemon, and Tarragon",2022-10-16,20:35:25,['french'],['dash'],"{'protein': 16.31, 'carbs': 17.86, 'fat': 26.95}"
Blueberry Pie Sundaes,2022-10-16,20:35:25,['american'],['dash'],"{'protein': 40.69, 'carbs': 218.37, 'fat': 19.61}"
Potato Latkes Made Simple: A Twitter Recipe,2022-10-16,20:35:25,['kosher'],['dash'],"{'protein': 31.55, 'carbs': 110.84, 'fat': 118.28}"
Green Bean Casserole,2022-10-16,20:35:25,['american'],['dash'],"{'protein': 38.7, 'carbs': 146.44, 'fat': 4.81}"
Crispy Pan-Fried Chicken with Ranch Dipping Sauce,2022-10-16,20:35:25,['american'],['dash'],"{'protein': 36.92, 'carbs': 34.66, 'fat': 54.64}"
Amalfi Style Shrimp,2022-10-16,20:35:25,['mediterranean'],['dash'],"{'protein': 103.99, 'carbs': 68.59, 'fat': 33.41}"
Quick Quarter-Pounders,2022-10-16,20:35:25,['mediterranean'],['dash'],"{'protein': 120.63, 'carbs': 35.91, 'fat': 66.3}"
Light Lemon Mayonnaise,2022-10-16,20:35:25,['mediterranean'],['dash'],"{'protein': 5.63, 'carbs': 2.76, 'fat': 167.25}"
Four-Onion Pizza with Goat Cheese,2022-10-16,20:35:25,['italian'],['dash'],"{'protein': 52.32, 'carbs': 201.89, 'fat': 100.59}"
Tabbouleh with Persimmons and Almonds recipes,2022-10-16,20:35:32,['middle eastern'],['dash'],"{'protein': 27.0, 'carbs': 110.27, 'fat': 69.26}"
Pasta Pomodoro,2022-10-16,20:35:32,['italian'],['dash'],"{'protein': 26.9, 'carbs': 134.36, 'fat': 88.3}"
Spiked Hot Chocolate,2022-10-16,20:35:32,['american'],['dash'],"{'protein': 29.23, 'carbs': 177.05, 'fat': 72.21}"
"Lemony Green Bean Salad with Feta, Red Onion, and Marjoram",2022-10-16,20:35:32,['mediterranean'],['dash'],"{'protein': 25.7, 'carbs': 46.68, 'fat': 79.5}"
Quick Cajun Chicken Alfredo,2022-10-16,20:35:32,['american'],['dash'],"{'protein': 231.28, 'carbs': 506.64, 'fat': 194.97}"
Shrimp Scampi,2022-10-16,20:35:32,['south east asian'],['dash'],"{'protein': 103.75, 'carbs': 47.06, 'fat': 82.09}"
Stuffed Acorn Squash,2022-10-16,20:35:32,['american'],['dash'],"{'protein': 105.52, 'carbs': 384.43, 'fat': 120.66}"
Orange Roughy with Parmesan and Green Onions,2022-10-16,20:35:32,['italian'],['dash'],"{'protein': 139.15, 'carbs': 5.86, 'fat': 103.46}"
Poc Chuc,2022-10-16,20:35:32,['mediterranean'],['dash'],"{'protein': 147.72, 'carbs': 34.08, 'fat': 67.33}"
Macaroni and Cheese Waffles Recipe,2022-10-16,20:35:32,['italian'],['dash'],"{'protein': 204.41, 'carbs': 419.87, 'fat': 229.87}"
Almond-Crusted Tilapia,2022-10-16,20:35:32,['mediterranean'],['dash'],"{'protein': 78.56, 'carbs': 19.76, 'fat': 39.02}"
Garden Vegetable Quiche,2022-10-16,20:35:32,['french'],['dash'],"{'protein': 60.6, 'carbs': 159.55, 'fat': 109.18}"
Halibut With Ginger & Cilantro,2022-10-16,20:35:32,['american'],['dash'],"{'protein': 138.95, 'carbs': 207.71, 'fat': 15.9}"
Bacon-Broccoli Quiche Cups,2022-10-16,20:35:32,['french'],['dash'],"{'protein': 39.39, 'carbs': 10.05, 'fat': 68.11}"
Crab Cake BLT,2022-10-16,20:35:32,['american'],['dash'],"{'protein': 138.95, 'carbs': 233.26, 'fat': 479.88}"
Baked Crabcakes Recipe,2022-10-16,20:35:32,['american'],['dash'],"{'protein': 86.41, 'carbs': 31.56, 'fat': 59.05}"
Shrimp Spaghetti And Asparagus Pesto,2022-10-16,20:35:38,['italian'],['dash'],"{'protein': 187.85, 'carbs': 288.56, 'fat': 100.95}"
Crema de Frijol (spicy cream of black bean),2022-10-16,20:35:38,['mexican'],['dash'],"{'protein': 183.4, 'carbs': 568.12, 'fat': 29.72}"
Browned Butter Bananas with Toasted Pecans,2022-10-16,20:35:38,['american'],['dash'],"{'protein': 9.74, 'carbs': 149.0, 'fat': 72.34}"
Fried Plantains with Sweet Heat,2022-10-16,20:35:38,['south american'],['dash'],"{'protein': 11.85, 'carbs': 206.52, 'fat': 120.48}"
Spicy Chili Chocolate Tofu Fries,2022-10-16,20:35:38,['asian'],['dash'],"{'protein': 45.52, 'carbs': 36.7, 'fat': 33.35}"
"Turkey, Apple and Havarti Sandwich",2022-10-16,20:35:38,['american'],['dash'],"{'protein': 29.61, 'carbs': 34.92, 'fat': 25.63}"
Cauliflower Soup,2022-10-16,20:35:38,['american'],['dash'],"{'protein': 13.65, 'carbs': 47.15, 'fat': 15.94}"
"Grilled Chicken, Mango And Jicama Salad With Tequila-Lime Vinaigrette",2022-10-16,20:35:38,['mexican'],['dash'],"{'protein': 246.15, 'carbs': 112.35, 'fat': 77.7}"
Chicken Stuffed with Spinach and Feta recipes,2022-10-16,20:35:38,['mediterranean'],['dash'],"{'protein': 136.76, 'carbs': 10.28, 'fat': 46.96}"
Slow-Cooker Italian Beef Sandwiches,2022-10-16,20:35:38,['italian'],['dash'],"{'protein': 47.16, 'carbs': 18.98, 'fat': 22.67}"
Pomato Ricotta Salad,2022-10-16,20:35:38,['mediterranean'],['dash'],"{'protein': 17.93, 'carbs': 87.45, 'fat': 13.46}"
Wedge Salad Dippers,2022-10-16,20:35:38,['american'],['dash'],"{'protein': 31.66, 'carbs': 27.84, 'fat': 214.78}"
Beet Pizza with Caramelized Onions and Goat Cheese,2022-10-16,20:35:38,['italian'],['dash'],"{'protein': 35.43, 'carbs': 159.53, 'fat': 72.93}"
Mama Mia!,2022-10-16,20:35:38,['italian'],['dash'],"{'protein': 96.96, 'carbs': 271.73, 'fat': 87.05}"
Chocolate-Hazelnut Meringue Kisses,2022-10-16,20:35:38,['british'],['dash'],"{'protein': 21.28, 'carbs': 207.12, 'fat': 32.13}"
Vanilla And Chocolate Tuiles,2022-10-16,20:35:38,['american'],['dash'],"{'protein': 15.19, 'carbs': 105.42, 'fat': 47.49}"
Holiday Brunch Bake,2022-10-16,20:35:45,['american'],['dash'],"{'protein': 137.06, 'carbs': 65.26, 'fat': 181.8}"
"Stella! (Gin Fizz with Cointreau, Orange Juice & Orange Flower Water)",2022-10-16,20:35:45,['world'],['dash'],"{'protein': 2.35, 'carbs': 9.79, 'fat': 10.59}"
Creamy Avocado Pasta,2022-10-16,20:35:45,['italian'],['dash'],"{'protein': 62.16, 'carbs': 288.86, 'fat': 111.61}"
Blackberry Cobbler,2022-10-16,20:35:45,['american'],['dash'],"{'protein': 26.87, 'carbs': 245.56, 'fat': 55.54}"
Cranberry-and-Sweet Potato Bake,2022-10-16,20:35:45,['american'],['dash'],"{'protein': 24.95, 'carbs': 424.78, 'fat': 47.33}"
Beef & Vegetable Casserole,2022-10-16,20:35:45,['french'],['dash'],"{'protein': 124.13, 'carbs': 62.52, 'fat': 105.02}"
Creamy Cheddar Soup,2022-10-16,20:35:45,['american'],['dash'],"{'protein': 34.58, 'carbs': 91.19, 'fat': 181.05}"
Petite Vanilla Bean Scones,2022-10-16,20:35:45,['british'],['dash'],"{'protein': 54.95, 'carbs': 738.21, 'fat': 262.12}"
Green With Envy,2022-10-16,20:35:45,['world'],['dash'],"{'protein': 0.78, 'carbs': 17.57, 'fat': 0.27}"
Gougères,2022-10-16,20:35:45,['american'],['dash'],"{'protein': 120.01, 'carbs': 122.01, 'fat': 143.68}"
Strawberries Tuiles,2022-10-16,20:35:45,['british'],['dash'],"{'protein': 44.73, 'carbs': 294.32, 'fat': 163.68}"
Pan-Seared Shrimp with Rosemary Spaghetti Squash,2022-10-16,20:35:45,['mediterranean'],['dash'],"{'protein': 36.25, 'carbs': 16.92, 'fat': 10.94}"
The Awesome-est Blueberry Muffins recipes,2022-10-16,20:35:45,['american'],['dash'],"{'protein': 18.65, 'carbs': 275.33, 'fat': 135.67}"
Bulgur with Steak and Chickpeas,2022-10-16,20:35:45,['middle eastern'],['dash'],"{'protein': 20.12, 'carbs': 40.09, 'fat': 20.02}"
Deep-Fried Guacamole,2022-10-16,20:35:45,['mexican'],['dash'],"{'protein': 17.21, 'carbs': 122.67, 'fat': 180.51}"
Ramos Gin Fizz,2022-10-16,20:35:45,['world'],['dash'],"{'protein': 4.13, 'carbs': 13.39, 'fat': 1.73}"
Sardines and Fennel,2022-10-16,20:35:45,['italian'],['dash'],"{'protein': 35.0, 'carbs': 36.49, 'fat': 32.48}"
Broccoli Cheese Soup recipes,2022-10-16,20:35:45,['american'],['dash'],"{'protein': 239.95, 'carbs': 319.04, 'fat': 333.96}"
Roasted Horseradish Hummus,2022-10-16,20:35:45,['mediterranean'],['dash'],"{'protein': 95.93, 'carbs': 286.79, 'fat': 84.42}"
Simple Grilled Beef with Rosemary,2022-10-16,20:35:52,['south american'],['dash'],"{'protein': 247.34, 'carbs': 21.15, 'fat': 72.77}"
Fritto del' Orto - Carbonated Water Batter,2022-10-16,20:35:52,['italian'],['dash'],"{'protein': 107.54, 'carbs': 766.4, 'fat': 87.63}"
Chicken Bulgur Pilaf,2022-10-16,20:35:52,['mediterranean'],['dash'],"{'protein': 296.78, 'carbs': 342.32, 'fat': 322.5}"
Spicy Spaghetti,2022-10-16,20:35:52,['french'],['dash'],"{'protein': 133.45, 'carbs': 382.41, 'fat': 154.24}"
Steak Fajitas with Avocado Lime Crema,2022-10-16,20:35:52,['mexican'],['dash'],"{'protein': 1.85, 'carbs': 8.83, 'fat': 1.8}"
Concord Cocktail,2022-10-16,20:35:52,['american'],['dash'],"{'protein': 0.99, 'carbs': 220.27, 'fat': 0.37}"
Best Tuna Salad,2022-10-16,20:35:52,['mediterranean'],['dash'],"{'protein': 77.94, 'carbs': 41.53, 'fat': 30.14}"
Piquant Potatoes,2022-10-16,20:35:52,['mediterranean'],['dash'],"{'protein': 17.16, 'carbs': 133.24, 'fat': 42.08}"
The Best Vegan Baked Mac & Cheese Recipe,2022-10-16,20:35:52,['american'],['dash'],"{'protein': 83.66, 'carbs': 441.39, 'fat': 81.04}"
Chicken Dippers Lunch,2022-10-16,20:35:52,['mediterranean'],['dash'],"{'protein': 51.68, 'carbs': 5.47, 'fat': 25.19}"
Bay-Scented Vanilla Pudding,2022-10-16,20:35:52,['british'],['dash'],"{'protein': 20.75, 'carbs': 110.57, 'fat': 26.23}"
Almond Potato Puff,2022-10-16,20:35:52,['french'],['dash'],"{'protein': 58.57, 'carbs': 147.97, 'fat': 154.35}"
Lemon Linguine,2022-10-16,20:35:52,['italian'],['dash'],"{'protein': 73.59, 'carbs': 183.61, 'fat': 57.86}"
Dark Chocolate Orange Cake,2022-10-16,20:35:52,['french'],['dash'],"{'protein': 24.72, 'carbs': 166.25, 'fat': 37.84}"
Mulligatawny Soup,2022-10-16,20:35:52,['indian'],['dash'],"{'protein': 76.13, 'carbs': 178.31, 'fat': 120.07}"
Crab Canapés with Cumin,2022-10-16,20:35:52,['indian'],['dash'],"{'protein': 31.1, 'carbs': 53.92, 'fat': 19.81}"
"Baby Artichoke, Parsley, and Celery Salad",2022-10-16,20:35:52,['mediterranean'],['dash'],"{'protein': 41.56, 'carbs': 140.14, 'fat': 75.12}"
Best-Ever Guacamole,2022-10-16,20:35:59,['mexican'],['dash'],"{'protein': 14.17, 'carbs': 68.1, 'fat': 88.94}"
Jane's Crab Cakes,2022-10-16,20:35:59,['american'],['dash'],"{'protein': 180.66, 'carbs': 39.65, 'fat': 167.32}"
"Avocado Tartine with Quail Eggs, Prosciutto & Goat Cheese",2022-10-16,20:35:59,['italian'],['dash'],"{'protein': 33.69, 'carbs': 103.03, 'fat': 33.54}"
Loaded Baked Potatoes with Broccoli & Cheese,2022-10-16,20:35:59,['italian'],['dash'],"{'protein': 54.83, 'carbs': 144.76, 'fat': 108.95}"
